--------- beginning of main
09-10 10:06:12.552   162   162 I lowmemorykiller: Using psi monitors for memory pressure detection
09-10 10:06:12.553   162   162 I lowmemorykiller: Process polling is supported
09-10 10:06:12.553   162   162 I lowmemorykiller: Process reaper initialized with 2 threads in the pool
09-10 10:06:12.554   163   163 W linker  : Warning: failed to find generated linker configuration from "/linkerconfig/ld.config.txt"
09-10 10:06:12.563   168   168 W linker  : Warning: failed to find generated linker configuration from "/linkerconfig/ld.config.txt"
09-10 10:06:07.090   161   161 W auditd  : type=2000 audit(0.0:1): state=initialized audit_enabled=0 res=1
09-10 10:06:11.830   161   161 W auditd  : type=1403 audit(0.0:2): auid=4294967295 ses=4294967295 lsm=selinux res=1
09-10 10:06:11.830   161   161 W auditd  : type=1404 audit(0.0:3): enforcing=1 old_enforcing=0 auid=4294967295 ses=4294967295 enabled=1 old-enabled=1 lsm=selinux res=1
09-10 10:06:11.866     1     1 W /system/bin/init: type=1107 audit(0.0:4): uid=0 auid=4294967295 ses=4294967295 subj=u:r:init:s0 msg='avc:  denied  { set } for property=persist.sys.usb.config pid=1 uid=0 gid=0 scontext=u:r:vendor_init:s0 tcontext=u:object_r:system_prop:s0 tclass=property_service permissive=0'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'vendor.qemu.sf.fake_camera' to 'none'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'qemu.hw.mainkeys' to '0'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'qemu.sf.lcd_density' to '280'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'vendor.net.wifi_mac_prefix' to '5554'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'vendor.qemu.timezone' to 'Etc/UTC'
09-10 10:06:12.603   174   174 W qemu-props: could not open '/sys/class/virtio-ports/vport7p1/name'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'vendor.qemu.vport.bluetooth' to '/dev/vport7p2'
09-10 10:06:12.603   174   174 W qemu-props: could not open '/sys/class/virtio-ports/vport7p0/name'
09-10 10:06:12.603   174   174 I qemu-props: successfully set property 'vendor.qemu.vport.modem' to '/dev/vport8p1'
09-10 10:06:12.604   168   168 I hwservicemanager: getFrameworkHalManifest: Reading VINTF information.
09-10 10:06:12.613   168   168 I hwservicemanager: Loaded APEX Infos from /bootstrap-apex/apex-info-list.xml
09-10 10:06:12.613   168   168 I hwservicemanager: getDeviceHalManifest: Reading VINTF information.
09-10 10:06:12.622   168   168 I hwservicemanager: Loaded APEX Infos from /bootstrap-apex/apex-info-list.xml
09-10 10:06:12.622   168   168 I hwservicemanager: getDeviceHalManifest: Successfully processed VINTF information
09-10 10:06:12.622   168   168 I hwservicemanager: getFrameworkHalManifest: Successfully processed VINTF information
09-10 10:06:12.623   168   168 I hwservicemanager: hwservicemanager is ready now.
09-10 10:06:12.847   168   168 I hwservicemanager: getTransport: Cannot find entry android.system.suspend@1.0::ISystemSuspend/default in either framework or device VINTF manifest.
09-10 10:06:12.858   192   192 I HidlServiceManagement: Registered android.hardware.atrace@1.0::IAtraceDevice/default
09-10 10:06:12.858   192   192 I HidlServiceManagement: Removing namespace from process name android.hardware.atrace@1.0-service to atrace@1.0-service.
09-10 10:06:12.861   193   193 I android.hardware.security.keymint-service: adding keymint service instance: android.hardware.security.keymint.IKeyMintDevice/default
09-10 10:06:12.861   193   193 I android.hardware.security.keymint-service: adding keymint service instance: android.hardware.security.secureclock.ISecureClock/default
09-10 10:06:12.862   193   193 I android.hardware.security.keymint-service: adding keymint service instance: android.hardware.security.sharedsecret.ISharedSecret/default
09-10 10:06:12.862   193   193 I android.hardware.security.keymint-service: adding keymint service instance: android.hardware.security.keymint.IRemotelyProvisionedComponent/default
09-10 10:06:12.927   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@4.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:12.927   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@3.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:12.931   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@4.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:12.931   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@3.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:13.058   189   189 I SELinux : SELinux: Loaded keystore2 context from:
09-10 10:06:13.058   189   189 I SELinux : 		/system/etc/selinux/plat_keystore2_key_contexts
09-10 10:06:13.058   189   189 I SELinux : 		/system_ext/etc/selinux/system_ext_keystore2_key_contexts
09-10 10:06:13.058   189   189 I SELinux : 		/vendor/etc/selinux/vendor_keystore2_key_contexts
09-10 10:06:13.530   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.boot@1.0::IBootControl/default in either framework or device VINTF manifest.
09-10 10:06:13.550   179   179 W libc    : Unable to set property "ro.boottime.init.fsck.data" to "16": PROP_ERROR_READ_ONLY_PROPERTY (0xb)
09-10 10:06:13.560   179   179 W libc    : Unable to set property "ro.boottime.init.mount.data" to "6": PROP_ERROR_READ_ONLY_PROPERTY (0xb)
09-10 10:06:13.639   227   227 I tombstoned: tombstoned successfully initialized
09-10 10:06:13.665   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@4.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:13.666   168   168 I hwservicemanager: getTransport: Cannot find entry android.hardware.keymaster@3.0::IKeymasterDevice/default in either framework or device VINTF manifest.
09-10 10:06:15.576   336   336 I derive_sdk: Read version 13 from 7
09-10 10:06:15.577   336   336 I derive_sdk: Read version 13 from 6
09-10 10:06:15.577   336   336 I derive_sdk: Read version 13 from 5
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 16
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 13
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 3
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 2
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 1
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 4
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 8
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 14
09-10 10:06:15.578   336   336 I derive_sdk: Read version 13 from 9
09-10 10:06:15.579   336   336 I derive_sdk: Read version 13 from 10
09-10 10:06:15.579   336   336 I derive_sdk: Read version 13 from 12
09-10 10:06:15.579   336   336 I derive_sdk: Read version 13 from 15
09-10 10:06:15.579   336   336 I derive_sdk: Read version 13 from 11
09-10 10:06:15.579   336   336 I derive_sdk: extension r version is 13
09-10 10:06:15.579   336   336 I derive_sdk: extension s version is 13
09-10 10:06:15.579   336   336 I derive_sdk: extension t version is 13
09-10 10:06:15.579   336   336 I derive_sdk: extension u version is 13
09-10 10:06:15.580   336   336 I derive_sdk: extension v version is 13
09-10 10:06:15.580   336   336 I derive_sdk: extension ad_services version is 13
09-10 10:06:15.618   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 1000 gid 1000 context u:object_r:system_data_file:s0:c512,c768 on path: /data/user_de/0
09-10 10:06:15.618   338   338 I vold_prepare_subdirs: Relabelling from u:object_r:system_data_file:s0 to u:object_r:system_data_file:s0:c512,c768: /data/user_de/0
09-10 10:06:15.618   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 1000 gid 1000 context u:object_r:sdk_sandbox_system_data_file:s0:c512,c768 on path: /data/misc_de/0/sdksandbox
09-10 10:06:15.618   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:vold_data_file:s0 on path: /data/misc_de/0/vold
09-10 10:06:15.619   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:storaged_data_file:s0 on path: /data/misc_de/0/storaged
09-10 10:06:15.619   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:rollback_data_file:s0 on path: /data/misc_de/0/rollback
09-10 10:06:15.619   338   338 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:apex_rollback_data_file:s0 on path: /data/misc_de/0/apexrollback
09-10 10:06:15.619   338   338 D vold_prepare_subdirs: Setting up mode 711 uid 0 gid 0 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata
09-10 10:06:15.619   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.adbd
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.adservices
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.apex.cts.shim
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.appsearch
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.art
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.btservices
09-10 10:06:15.620   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.cellbroadcast
09-10 10:06:15.621   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.configinfrastructure
09-10 10:06:15.621   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.conscrypt
09-10 10:06:15.621   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.devicelock
09-10 10:06:15.621   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.extservices
09-10 10:06:15.621   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.hardware.authsecret
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.hardware.cas
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.hardware.neuralnetworks
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.hardware.rebootescrow
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.healthfitness
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.i18n
09-10 10:06:15.622   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.ipsec
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.media
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.media.swcodec
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.mediaprovider
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.neuralnetworks
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.nfcservices
09-10 10:06:15.623   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.ondevicepersonalization
09-10 10:06:15.624   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.os.statsd
09-10 10:06:15.624   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_system_server_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.permission
09-10 10:06:15.624   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.profiling
09-10 10:06:15.624   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.resolv
09-10 10:06:15.624   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.rkpd
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.runtime
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.scheduling
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.sdkext
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.tethering
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_module_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.tzdata
09-10 10:06:15.625   338   338 D vold_prepare_subdirs: Setting up mode 771 uid 0 gid 1000 context u:object_r:apex_system_server_data_file:s0 on path: /data/misc_de/0/apexdata/com.android.uwb
